HER2 - TXPM,HER2 - PPXPC,LUMINAL A - TXPM,LUMINAL A - PPXPC,LUMINAL B - TXPM,LUMINAL B - PPXPC,LUMINAL BH2 - TXPM,LUMINAL BH2 - PPXPC,TN - TXPM,TN - PPXPC
0.62028681699999999,0.77076953599999998,0.62293800099999996,0.77764316600000005,0.50296170399999995,0.99309041799999997,0.60258641800000001,0.97961202000000003,0.66276154700000001,0.973963048
0.64581104600000006,0.74985800000000002,0.62822224900000001,0.78844000000000003,0.50331975699999998,0.99297553400000005,0.62599646399999997,1.05080018,0.66470095600000001,0.93899469599999996
0.64583595699999996,0.77774985799999996,0.62836763699999998,0.770644,0.52563841099999997,1.0515660689999999,0.66229228299999998,0.98089629899999997,0.66470939600000001,1.024514092
0.64598542199999998,0.77642120000000003,0.62880380199999997,0.79964400000000002,0.52602033400000003,1.0534807930000001,0.66469884599999995,0.92377743199999995,0.66471361600000001,1.024396911
0.64606015400000005,0.77921200000000002,0.64593560000000005,0.76400000000000001,0.52709449399999997,0.99366483500000002,0.66470095600000001,0.90480060900000003,0.66471572599999995,1.0242016089999999
0.646109975,0.77542120000000003,0.64601033200000002,0.75439999999999996,0.52714223500000001,0.99374142399999998,0.66471361600000001,0.91912274000000005,0.66474737399999995,0.97384931399999997
0.65471495400000002,0.77351261999999998,0.64638399400000002,0.77502800000000005,0.56034966799999997,0.96596888400000003,0.66472416499999998,0.91231972800000005,0.66475159399999995,0.93903050099999996
0.654765449,0.77716180000000001,0.64643381499999997,0.74439999999999995,0.56042952400000001,1.015320196,0.66489654399999998,0.98771805199999996,0.66475159399999995,0.90387962700000002
0.65875852300000004,0.77895360000000002,0.66083242099999995,0.78664400000000001,0.56044948900000002,0.96663938500000002,0.66490077800000003,0.97946014100000001,0.66789532699999998,0.97397884499999998
0.65880933600000002,0.77889536000000004,0.66101317400000004,0.77999943999999999,0.56086873599999998,1.0161537919999999,0.66490713000000001,0.97838302200000005,0.66793752399999995,0.97472127900000005
0.65888555400000004,0.78887096400000001,0.683550824,0.77108027999999995,0.56124805600000005,1.015875927,0.66523287600000003,0.97901960399999999,0.66804301899999996,0.973963048
0.66047091499999999,0.77909059999999997,0.68404903900000003,0.77108027999999995,0.56150758999999995,0.96574538300000001,0.665308699,0.97890112100000004,0.66891127100000003,0.97810633700000005
0.66119392700000001,0.71906000000000003,0.68529457599999999,0.77107800000000004,0.56416077099999995,0.97864062200000002,0.66531923000000004,0.97874314399999995,0.66925242100000004,0.97376863999999996
0.66461929799999997,0.77298579999999995,0.69983049399999997,0.97601382999999997,0.56421317699999995,0.97498359599999995,0.66533359999999997,0.97766494199999998,0.66927418100000002,0.97604385800000004
0.66463175299999999,0.73985800000000002,0.70137197100000004,0.97612674700000002,0.56430051999999997,1.0164316579999999,0.66557358099999997,0.94321149800000004,0.66933946099999997,0.97162536399999999
0.66614665200000001,0.77695360000000002,0.70291344700000002,0.77731656000000005,0.56431798899999996,0.97496444900000001,0.66572993800000002,0.97802398199999996,0.66940474100000003,0.97162536399999999
0.66828491499999998,0.80888841600000005,0.705225663,0.77665600000000001,0.66190064400000004,0.97955228000000005,0.66581418599999997,0.97878263799999998,0.66953530000000006,0.97686976000000003
0.66841251800000001,0.75556440000000002,0.705225663,0.97890556799999995,0.66259118699999997,0.97480999499999998,0.66589843400000004,0.97981918000000001,0.66957475200000005,0.97196524799999995
0.69309030900000002,0.74449644000000004,,,0.66405595900000003,0.978150521,0.666261404,0.90444255600000001,0.66973114,0.97459490699999995
0.69322399099999998,0.77096439999999999,,,0.66409089600000004,0.97828471699999997,0.66627195400000006,0.90301034300000005,0.66973114,0.93567926400000001
0.69330420100000001,0.77444554399999999,,,0.66410836500000003,0.97815167000000003,0.66725615699999996,0.97651093300000003,0.78805654700000005,0.99802348799999996
0.69330420100000001,0.81352196600000004,,,0.66412583400000003,0.97107574799999996,0.66726527199999996,0.97604789400000003,0.93043022600000003,0.910307859
0.73175363699999996,0.81966399999999995,,,0.66414330200000005,0.97828549399999998,0.66727074099999995,0.97022329399999996,0.96574538300000001,0.97794080000000005
0.73183831799999999,0.77841618000000001,,,0.66414330200000005,0.97814822400000001,0.66727074099999995,0.97101595399999996,0.96596888400000003,0.93854375999999995
0.75673329700000003,0.85566399999999998,,,0.66417298800000002,0.97956921600000002,0.66750893200000005,0.94071335199999995,0.96663938500000002,0.97940799999999995
0.75676039500000003,0.81777766399999996,,,0.66451222700000001,0.93043022600000003,0.667540409,0.94064174099999998,0.97106304600000004,0.96197999999999995
0.75681458999999995,0.81446640000000003,,,0.66453224600000005,0.97824618799999996,0.66755614799999996,0.93845761599999999,0.97107574799999996,0.98794079999999995
0.75703137300000001,0.877,,,0.66453224600000005,0.97481405899999996,0.66757188700000003,0.90497963599999998,0.97480999499999998,0.94546936000000004
0.78834853199999999,0.82196639999999999,,,0.66455226499999998,0.97861836000000002,0.66828180800000003,0.97802398199999996,0.97481405899999996,0.91791897099999997
0.78846143899999999,0.81384000000000001,,,0.66457228499999998,0.97861635499999999,0.66857076199999999,0.97874206100000005,0.97482218899999995,0.99802348799999996
0.78857434699999995,0.81966399999999995,,,0.66461232299999995,0.97861956299999997,0.66924795100000001,0.90444255600000001,0.97485470600000002,0.94549593600000004
,,,,0.66461495599999998,0.97106304600000004,0.66989229299999997,0.79201383000000003,0.97496444900000001,0.97486991599999995
,,,,0.66463234199999999,0.97861956299999997,0.66989806699999999,0.792953719,0.97498359599999995,0.97537839999999998
,,,,0.66464989399999996,0.97815243600000001,0.66990768999999994,0.79452020199999995,0.97593855299999999,0.92730894399999997
,,,,0.66469239999999996,0.97485470600000002,0.669911539,0.794833499,0.97601382999999997,0.93518807699999995
,,,,0.66507276400000004,0.97482218899999995,0.68280107300000004,0.97961202000000003,0.97612674700000002,0.98617070100000004
,,,,0.66767882300000003,0.97958615199999999,0.68293127399999998,0.95762208199999999,0.97814784099999996,0.97637839999999998
,,,,0.699573581,0.78805654700000005,0.68300939500000002,0.97925656999999999,0.97814822400000001,0.97373378399999999
,,,,0.70060123200000002,0.97593855299999999,0.68793936099999997,0.98000739400000003,0.978150521,0.9798
,,,,,,0.68796399500000005,0.98007005300000005,0.97815167000000003,0.96324228000000001
,,,,,,0.68801326399999996,0.98003872400000003,0.97815243600000001,0.92328399999999999
,,,,,,0.68821033899999995,0.97997606400000004,0.97824618799999996,0.97234880000000001
,,,,,,0.71668048299999998,0.98007005300000005,0.97828471699999997,0.96444819999999998
,,,,,,0.71678312600000005,0.97991340500000002,0.97828549399999998,0.96530048999999996
,,,,,,0.71688576999999998,0.80078613499999995,0.97861635499999999,0.92730894399999997
,,,,,,,,0.97861836000000002,0.99802348799999996
,,,,,,,,0.97861956299999997,0.94549593600000004
,,,,,,,,0.97861956299999997,0.92081336999999996
,,,,,,,,0.97890556799999995,0.93506767199999996
,,,,,,,,0.97955228000000005,0.90000000000000002
,,,,,,,,0.97956921600000002,0.97970796000000004
,,,,,,,,0.97958615199999999,0.98211979999999999
,,,,,,,,0.99297553400000005,0.97373378399999999
,,,,,,,,0.99309041799999997,0.93543759999999998
,,,,,,,,0.99366483500000002,0.91010303999999997
,,,,,,,,0.99374142399999998,0.91361319200000002
,,,,,,,,1.015320196,0.97696435000000004
,,,,,,,,1.015875927,0.97867348799999998
,,,,,,,,1.0161537919999999,0.90000000000000002
,,,,,,,,1.0164316579999999,0.98794079999999995
,,,,,,,,1.05080018,0.97374159999999998
,,,,,,,,1.0515660689999999,0.95304
,,,,,,,,1.0534807930000001,0.97816959999999997
